head,relation,tail
CID3331,combination,CID445643
CID3331,combination,CID446987
CID3331,combination,CID4477
CID3331,combination,CID4513
CID3331,combination,CID4674
CID3331,combination,CID4912
CID3331,combination,CID517546
CID3331,combination,CID5284583
CID3331,combination,CID5291
CID3331,combination,CID5310966
CID3331,combination,CID5311
CID3331,combination,CID5323714
CID3331,combination,CID5329102
CID3331,combination,CID5342
CID3331,combination,CID5360515
CID3331,combination,CID5426
CID3331,combination,CID5462501
CID3331,combination,CID54675769
CID3331,combination,CID54680692
CID3331,combination,CID54684141
CID3331,combination,CID5530
CID3331,combination,CID5546
CID3331,combination,CID5831
CID3331,combination,CID5833
CID3331,combination,CID5991
CID3331,combination,CID6018
CID3331,combination,CID6100
CID3331,combination,CID6321424
CID3331,combination,CID6337614
CID3331,combination,CID656583
CID3331,combination,CID6914273
CID3331,combination,CID6918296
CID3331,combination,CID7550
CID3331,combination,CID91649
CID3331,combination,CID92722
CID3331,combination,CID9811704
CID3331,combination,CID9930913
CID3336,combination,CID37392
CID3336,combination,CID6917864
CID3373,combination,CID3397
CID3373,combination,CID3406
CID3373,combination,CID3519
CID3373,combination,CID37393
CID3373,combination,CID3883
CID3373,combination,CID3955
CID3373,combination,CID4032
CID3373,combination,CID4037
CID3373,combination,CID4054
CID3373,combination,CID41684
CID3373,combination,CID4212
CID3373,combination,CID439693
CID3373,combination,CID445643
CID3373,combination,CID446987
CID3373,combination,CID4477
CID3373,combination,CID449381
CID3373,combination,CID4513
CID3373,combination,CID4674
CID3373,combination,CID4912
CID3373,combination,CID517546
CID3373,combination,CID5284583
CID3373,combination,CID5291
CID3373,combination,CID5310966
CID3373,combination,CID5311
CID3373,combination,CID5311068
CID3373,combination,CID5323714
CID3373,combination,CID5329102
CID3373,combination,CID5342
CID3373,combination,CID5358
CID3373,combination,CID5426
CID3373,combination,CID5430
CID3373,combination,CID54675769
CID3373,combination,CID54680692
CID3373,combination,CID54684141
CID3373,combination,CID5530
CID3373,combination,CID5833
CID3373,combination,CID6013
CID3373,combination,CID60648
CID3373,combination,CID60753
CID3373,combination,CID60795
CID3373,combination,CID60838
CID3373,combination,CID6321424
CID3373,combination,CID6337614
CID3373,combination,CID64139
CID3373,combination,CID656583
CID3373,combination,CID68617
CID3373,combination,CID6914273
CID3373,combination,CID92722
CID3373,combination,CID9811704
CID3373,combination,CID9930913
CID3396,combination,CID44469321
CID3396,combination,CID53494972
CID3396,combination,CID6917864
CID3397,combination,CID3406
CID3397,combination,CID3519
CID3397,combination,CID37393
CID3397,combination,CID3955
CID3397,combination,CID4037
CID3397,combination,CID4054
CID3397,combination,CID41684
CID3397,combination,CID4173
CID3397,combination,CID4212
CID3397,combination,CID446987
CID3397,combination,CID4477
CID3397,combination,CID449381
CID3397,combination,CID4513
CID3397,combination,CID4674
CID3397,combination,CID4912
CID3397,combination,CID517546
CID3397,combination,CID5284583
CID3397,combination,CID5291
CID3397,combination,CID5310966
CID3397,combination,CID5311
CID3397,combination,CID5311068
CID3397,combination,CID5323714
CID3397,combination,CID5342
CID3397,combination,CID5358
CID3397,combination,CID5360515
CID3397,combination,CID5426
CID3397,combination,CID5462501
CID3397,combination,CID54675769
CID3397,combination,CID54680692
CID3397,combination,CID54684141
CID3397,combination,CID5493444
CID3397,combination,CID5530
CID3397,combination,CID5546
CID3397,combination,CID5831
CID3397,combination,CID5833
CID3397,combination,CID5991
CID3397,combination,CID6018
CID3397,combination,CID60648
CID3397,combination,CID60753
CID3397,combination,CID60795
CID3397,combination,CID6100
CID3397,combination,CID6321424
CID3397,combination,CID6337614
CID3397,combination,CID68617
CID3397,combination,CID6918296
CID3397,combination,CID7550
CID3397,combination,CID92722
CID3397,combination,CID9811704
CID3406,combination,CID3519
CID3406,combination,CID37393
CID3406,combination,CID3883
CID3406,combination,CID3955
CID3406,combination,CID4037
CID3406,combination,CID41684
CID3406,combination,CID4173
CID3406,combination,CID4212
CID3406,combination,CID439693
CID3406,combination,CID445643
CID3406,combination,CID446987
CID3406,combination,CID4477
CID3406,combination,CID449381
CID3406,combination,CID4513
CID3406,combination,CID4674
CID3406,combination,CID4912
CID3406,combination,CID517546
CID3406,combination,CID5284583
CID3406,combination,CID5291
CID3406,combination,CID5310966
CID3406,combination,CID5311
CID3406,combination,CID5311068
CID3406,combination,CID5323714
CID3406,combination,CID5329102
CID3406,combination,CID5342
CID3406,combination,CID5358
CID3406,combination,CID5360515
CID3406,combination,CID5426
CID3406,combination,CID5430
CID3406,combination,CID5462501
CID3406,combination,CID54680692
CID3406,combination,CID54684141
CID3406,combination,CID5530
CID3406,combination,CID5546
CID3406,combination,CID5831
CID3406,combination,CID5833
CID3406,combination,CID5991
CID3406,combination,CID6013
CID3406,combination,CID6018
CID3406,combination,CID60648
CID3406,combination,CID60753
CID3406,combination,CID60795
CID3406,combination,CID60838
CID3406,combination,CID6100
CID3406,combination,CID6321424
CID3406,combination,CID6337614
CID3406,combination,CID656583
CID3406,combination,CID68617
CID3406,combination,CID6914273
CID3406,combination,CID6918296
CID3406,combination,CID7550
CID3406,combination,CID91649
CID3406,combination,CID92722
CID3406,combination,CID9930913
CID34312,combination,CID53494972
CID34312,combination,CID6917864
CID34633,combination,CID44469321
CID34633,combination,CID6917864
CID3519,combination,CID37393
CID3519,combination,CID3883
CID3519,combination,CID3955
CID3519,combination,CID4032
CID3519,combination,CID4037
CID3519,combination,CID4054
CID3519,combination,CID4173
CID3519,combination,CID4212
CID3519,combination,CID439693
CID3519,combination,CID445643
CID3519,combination,CID446987
CID3519,combination,CID4477
CID3519,combination,CID449381
CID3519,combination,CID4513
CID3519,combination,CID4912
CID3519,combination,CID517546
CID3519,combination,CID5284583
CID3519,combination,CID5291
CID3519,combination,CID5310966
CID3519,combination,CID5311068
CID3519,combination,CID5323714
CID3519,combination,CID5329102
CID3519,combination,CID5342
CID3519,combination,CID5358
CID3519,combination,CID5360515
CID3519,combination,CID5426
CID3519,combination,CID5430
CID3519,combination,CID5462501
CID3519,combination,CID54675769
CID3519,combination,CID54680692
CID3519,combination,CID54684141
CID3519,combination,CID5493444
CID3519,combination,CID5530
CID3519,combination,CID5546
CID3519,combination,CID5831
CID3519,combination,CID5833
CID3519,combination,CID5991
CID3519,combination,CID6013
CID3519,combination,CID6018
CID3519,combination,CID60648
CID3519,combination,CID60753
CID3519,combination,CID60795
CID3519,combination,CID60838
CID3519,combination,CID6100
CID3519,combination,CID6337614
CID3519,combination,CID64139
CID3519,combination,CID656583
CID3519,combination,CID68617
CID3519,combination,CID6918296
CID3519,combination,CID7550
CID3519,combination,CID91649
CID3519,combination,CID92722
CID3519,combination,CID9811704
CID3519,combination,CID9930913
CID356653,combination,CID3690
CID356653,combination,CID4114
CID356653,combination,CID4212
CID356653,combination,CID443939
CID356653,combination,CID44403842
CID356653,combination,CID444795
CID356653,combination,CID5291
CID356653,combination,CID5311
CID356653,combination,CID5329102
CID356653,combination,CID5360373
CID356653,combination,CID5388983
CID356653,combination,CID5426
CID356653,combination,CID60198
CID356653,combination,CID60699
CID356653,combination,CID636362
CID356653,combination,CID68740
CID356653,combination,CID71384
CID358177,combination,CID5281078
CID358177,combination,CID60974
CID358177,combination,CID6167
CID358177,combination,CID63009
CID358177,combination,CID6456015
CID36708,combination,CID37392
CID36708,combination,CID37393
CID36708,combination,CID44469321
CID36708,combination,CID44551660
CID36708,combination,CID6917864
CID36708,combination,CID9852573
CID3690,combination,CID4114
CID3690,combination,CID4212
CID3690,combination,CID443939
CID3690,combination,CID44403842
CID3690,combination,CID444795
CID3690,combination,CID5291
CID3690,combination,CID5311
CID3690,combination,CID5329102
CID3690,combination,CID5360373
CID3690,combination,CID5388983
CID3690,combination,CID5426
CID3690,combination,CID60198
CID3690,combination,CID60699
CID3690,combination,CID636362
CID3690,combination,CID68740
CID3690,combination,CID71384
CID37392,combination,CID39186
CID37392,combination,CID3932
CID37392,combination,CID4008
CID37392,combination,CID41022
CID37392,combination,CID441325
CID37392,combination,CID44469321
CID37392,combination,CID44551660
CID37392,combination,CID4474
CID37392,combination,CID4993
CID37392,combination,CID51358113
CID37392,combination,CID5311217
CID37392,combination,CID53248764
CID37392,combination,CID60810
CID37392,combination,CID63224
CID37392,combination,CID6917864
CID37392,combination,CID6918446
CID37392,combination,CID8980
CID37392,combination,CID92727
CID37392,combination,CID9852573
CID37393,combination,CID3883
CID37393,combination,CID3955
CID37393,combination,CID4032
CID37393,combination,CID4037
CID37393,combination,CID4054
CID37393,combination,CID41684
CID37393,combination,CID4173
CID37393,combination,CID4212
CID37393,combination,CID439693
CID37393,combination,CID44469321
CID37393,combination,CID445643
CID37393,combination,CID446987
CID37393,combination,CID4474
CID37393,combination,CID4477
CID37393,combination,CID449381
CID37393,combination,CID4513
CID37393,combination,CID4674
CID37393,combination,CID4912
CID37393,combination,CID51358113
CID37393,combination,CID517546
CID37393,combination,CID5284583
CID37393,combination,CID5310966
CID37393,combination,CID5311
CID37393,combination,CID5311068
CID37393,combination,CID5323714
CID37393,combination,CID5329102
CID37393,combination,CID5342
CID37393,combination,CID5358
CID37393,combination,CID5360515
CID37393,combination,CID5426
CID37393,combination,CID5430
CID37393,combination,CID5462501
CID37393,combination,CID54675769
CID37393,combination,CID54680692
CID37393,combination,CID54684141
CID37393,combination,CID5493444
CID37393,combination,CID5530
CID37393,combination,CID5546
CID37393,combination,CID57336745
CID37393,combination,CID5831
CID37393,combination,CID5833
CID37393,combination,CID5991
CID37393,combination,CID6013
CID37393,combination,CID6018
CID37393,combination,CID60648
CID37393,combination,CID60753
CID37393,combination,CID60795
CID37393,combination,CID60838
CID37393,combination,CID6100
CID37393,combination,CID6321424
CID37393,combination,CID6337614
CID37393,combination,CID64139
CID37393,combination,CID656583
CID37393,combination,CID68617
CID37393,combination,CID6914273
CID37393,combination,CID6917864
CID37393,combination,CID6918296
CID37393,combination,CID91649
CID37393,combination,CID92722
CID37393,combination,CID9811704
CID37393,combination,CID9852573
CID37393,combination,CID9930913
CID3784,combination,CID44469321
CID3784,combination,CID53494972
CID3784,combination,CID6917864
CID3883,combination,CID3955
CID3883,combination,CID4032
CID3883,combination,CID4037
CID3883,combination,CID4054
CID3883,combination,CID41684
CID3883,combination,CID4173
CID3883,combination,CID4212
CID3883,combination,CID439693
CID3883,combination,CID445643
CID3883,combination,CID446987
CID3883,combination,CID4477
CID3883,combination,CID449381
CID3883,combination,CID4513
CID3883,combination,CID4674
CID3883,combination,CID4912
CID3883,combination,CID5284583
CID3883,combination,CID5291
CID3883,combination,CID5310966
CID3883,combination,CID5311
CID3883,combination,CID5311068
CID3883,combination,CID5323714
CID3883,combination,CID5329102
CID3883,combination,CID5342
CID3883,combination,CID5358
CID3883,combination,CID5360515
CID3883,combination,CID5426
CID3883,combination,CID5430
CID3883,combination,CID5462501
CID3883,combination,CID54675769
CID3883,combination,CID54680692
CID3883,combination,CID54684141
CID3883,combination,CID5493444
CID3883,combination,CID5530
CID3883,combination,CID5546
CID3883,combination,CID5831
CID3883,combination,CID5833
CID3883,combination,CID5991
CID3883,combination,CID6013
CID3883,combination,CID6018
CID3883,combination,CID60648
CID3883,combination,CID60753
CID3883,combination,CID60795
CID3883,combination,CID60838
CID3883,combination,CID6321424
CID3883,combination,CID6337614
CID3883,combination,CID64139
CID3883,combination,CID68617
CID3883,combination,CID6914273
CID3883,combination,CID7550
CID3883,combination,CID91649
CID3883,combination,CID9811704
CID3883,combination,CID9930913
CID38911,combination,CID446378
CID38911,combination,CID5321010
CID38911,combination,CID5330286
CID38911,combination,CID57519554
CID38911,combination,CID6604870
CID38911,combination,CID6746983
CID38911,combination,CID72686
CID38911,combination,CID73265318
CID39186,combination,CID44469321
CID39186,combination,CID6917864
CID3932,combination,CID44469321
CID3955,combination,CID4032
CID3955,combination,CID4037
CID3955,combination,CID4054
CID3955,combination,CID41684
CID3955,combination,CID4173
CID3955,combination,CID4212
CID3955,combination,CID439693
CID3955,combination,CID445643
CID3955,combination,CID446987
CID3955,combination,CID4477
CID3955,combination,CID449381
CID3955,combination,CID4912
CID3955,combination,CID517546
CID3955,combination,CID5284583
CID3955,combination,CID5291
CID3955,combination,CID5310966
CID3955,combination,CID5311
CID3955,combination,CID5311068
CID3955,combination,CID5323714
CID3955,combination,CID5342
CID3955,combination,CID5358
CID3955,combination,CID5360515
CID3955,combination,CID5426
CID3955,combination,CID5430
CID3955,combination,CID5462501
CID3955,combination,CID54675769
CID3955,combination,CID54680692
CID3955,combination,CID54684141
CID3955,combination,CID5493444
CID3955,combination,CID5546
CID3955,combination,CID5833
CID3955,combination,CID5991
CID3955,combination,CID6013
CID3955,combination,CID6018
CID3955,combination,CID60648
CID3955,combination,CID60753
CID3955,combination,CID60795
CID3955,combination,CID60838
CID3955,combination,CID6321424
CID3955,combination,CID6337614
CID3955,combination,CID64139
CID3955,combination,CID656583
CID3955,combination,CID68617
CID3955,combination,CID6918296
CID3955,combination,CID7550
CID3955,combination,CID91649
CID3955,combination,CID92722
CID3955,combination,CID9811704
CID3955,combination,CID9930913
CID4008,combination,CID44469321
CID4008,combination,CID44551660
CID4008,combination,CID51358113
CID4008,combination,CID6917864
CID4008,combination,CID9852573
CID4032,combination,CID4037
CID4032,combination,CID4054
CID4032,combination,CID41684
CID4032,combination,CID4173
CID4032,combination,CID4212
CID4032,combination,CID439693
CID4032,combination,CID445643
CID4032,combination,CID446987
CID4032,combination,CID4477
CID4032,combination,CID4674
CID4032,combination,CID4912
CID4032,combination,CID517546
CID4032,combination,CID5284583
CID4032,combination,CID5291
CID4032,combination,CID5310966
CID4032,combination,CID5311
CID4032,combination,CID5311068
CID4032,combination,CID5323714
CID4032,combination,CID5342
CID4032,combination,CID5360515
CID4032,combination,CID5426
CID4032,combination,CID5462501
CID4032,combination,CID54675769
CID4032,combination,CID54680692
CID4032,combination,CID54684141
CID4032,combination,CID5546
CID4032,combination,CID5831
CID4032,combination,CID5833
CID4032,combination,CID6013
CID4032,combination,CID6018
CID4032,combination,CID60753
CID4032,combination,CID60795
CID4032,combination,CID6321424
CID4032,combination,CID6337614
CID4032,combination,CID64139
CID4032,combination,CID656583
CID4032,combination,CID68617
CID4032,combination,CID6914273
CID4032,combination,CID7550
CID4032,combination,CID91649
CID4032,combination,CID92722
CID4032,combination,CID9811704
CID4032,combination,CID9930913
CID4037,combination,CID4054
CID4037,combination,CID41684
CID4037,combination,CID4173
CID4037,combination,CID4212
CID4037,combination,CID439693
CID4037,combination,CID445643
CID4037,combination,CID446987
CID4037,combination,CID4477
CID4037,combination,CID449381
CID4037,combination,CID4513
CID4037,combination,CID4674
CID4037,combination,CID4912
CID4037,combination,CID5284583
CID4037,combination,CID5291
CID4037,combination,CID5310966
CID4037,combination,CID5311
CID4037,combination,CID5311068
CID4037,combination,CID5323714
CID4037,combination,CID5329102
CID4037,combination,CID5342
CID4037,combination,CID5358
CID4037,combination,CID5360515
CID4037,combination,CID5426
CID4037,combination,CID5430
CID4037,combination,CID5462501
CID4037,combination,CID54675769
CID4037,combination,CID54680692
CID4037,combination,CID54684141
CID4037,combination,CID5493444
CID4037,combination,CID5530
CID4037,combination,CID5546
CID4037,combination,CID5831
CID4037,combination,CID5833
CID4037,combination,CID5991
CID4037,combination,CID6013
CID4037,combination,CID6018
CID4037,combination,CID60753
CID4037,combination,CID60838
CID4037,combination,CID6100
CID4037,combination,CID6321424
CID4037,combination,CID6337614
CID4037,combination,CID64139
CID4037,combination,CID656583
CID4037,combination,CID68617
CID4037,combination,CID6914273
CID4037,combination,CID6918296
CID4037,combination,CID7550
CID4037,combination,CID91649
CID4037,combination,CID92722
CID4037,combination,CID9811704
CID4037,combination,CID9930913
CID4054,combination,CID41684
CID4054,combination,CID4173
CID4054,combination,CID4212
CID4054,combination,CID445643
CID4054,combination,CID446987
CID4054,combination,CID4477
CID4054,combination,CID449381
CID4054,combination,CID4513
CID4054,combination,CID4912
CID4054,combination,CID517546
CID4054,combination,CID5284583
CID4054,combination,CID5291
CID4054,combination,CID5310966
CID4054,combination,CID5311
CID4054,combination,CID5311068
CID4054,combination,CID5323714
CID4054,combination,CID5329102
CID4054,combination,CID5342
CID4054,combination,CID5358
CID4054,combination,CID5426
CID4054,combination,CID5430
CID4054,combination,CID5462501
CID4054,combination,CID54675769
CID4054,combination,CID54680692
CID4054,combination,CID54684141
CID4054,combination,CID5493444
CID4054,combination,CID5530
CID4054,combination,CID5831
CID4054,combination,CID5833
CID4054,combination,CID5991
CID4054,combination,CID6013
CID4054,combination,CID60648
CID4054,combination,CID60795
CID4054,combination,CID60838
CID4054,combination,CID6321424
CID4054,combination,CID6337614
CID4054,combination,CID64139
CID4054,combination,CID656583
CID4054,combination,CID6914273
CID4054,combination,CID6918296
CID4054,combination,CID7550
CID4054,combination,CID91649
CID4054,combination,CID9811704
CID4054,combination,CID9930913
CID41022,combination,CID6917864
CID4114,combination,CID4212
CID4114,combination,CID443939
CID4114,combination,CID44403842
CID4114,combination,CID444795
CID4114,combination,CID5291
CID4114,combination,CID5311
CID4114,combination,CID5329102
CID4114,combination,CID5360373
CID4114,combination,CID5388983
CID4114,combination,CID5426
CID4114,combination,CID60198
CID4114,combination,CID60699
CID4114,combination,CID636362
CID4114,combination,CID68740
CID4114,combination,CID71384
CID4114,combination,CID9854073
CID41684,combination,CID4173
CID41684,combination,CID4212
CID41684,combination,CID439693
CID41684,combination,CID445643
CID41684,combination,CID446987
CID41684,combination,CID449381
CID41684,combination,CID4513
CID41684,combination,CID4674
CID41684,combination,CID4912
CID41684,combination,CID517546
CID41684,combination,CID5284583
CID41684,combination,CID5291
CID41684,combination,CID5310966
CID41684,combination,CID5311
CID41684,combination,CID5311068
CID41684,combination,CID5323714
CID41684,combination,CID5329102
CID41684,combination,CID5342
CID41684,combination,CID5358
CID41684,combination,CID5360515
CID41684,combination,CID5426
CID41684,combination,CID5430
CID41684,combination,CID5462501
CID41684,combination,CID54675769
CID41684,combination,CID54680692
CID41684,combination,CID54684141
CID41684,combination,CID5493444
CID41684,combination,CID5530
CID41684,combination,CID5546
CID41684,combination,CID5831
CID41684,combination,CID5833
CID41684,combination,CID6018
CID41684,combination,CID60648
CID41684,combination,CID60753
CID41684,combination,CID60795
CID41684,combination,CID60838
CID41684,combination,CID6100
CID41684,combination,CID6321424
CID41684,combination,CID6337614
CID41684,combination,CID64139
CID41684,combination,CID656583
CID41684,combination,CID68617
CID41684,combination,CID6914273
CID41684,combination,CID6918296
CID41684,combination,CID7550
CID41684,combination,CID91649
CID41684,combination,CID92722
CID41684,combination,CID9930913
CID4173,combination,CID4212
CID4173,combination,CID439693
CID4173,combination,CID445643
CID4173,combination,CID446987
CID4173,combination,CID4477
CID4173,combination,CID4513
CID4173,combination,CID4674
CID4173,combination,CID4912
CID4173,combination,CID517546
CID4173,combination,CID5284583
CID4173,combination,CID5291
CID4173,combination,CID5310966
CID4173,combination,CID5311
CID4173,combination,CID5311068
CID4173,combination,CID5323714
CID4173,combination,CID5329102
CID4173,combination,CID5342
CID4173,combination,CID5358
CID4173,combination,CID5360515
CID4173,combination,CID5426
CID4173,combination,CID5430
CID4173,combination,CID5462501
CID4173,combination,CID54675769
CID4173,combination,CID54684141
CID4173,combination,CID5530
CID4173,combination,CID5546
CID4173,combination,CID5831
CID4173,combination,CID5833
CID4173,combination,CID5991
CID4173,combination,CID6013
CID4173,combination,CID6018
CID4173,combination,CID60648
CID4173,combination,CID60795
CID4173,combination,CID60838
CID4173,combination,CID6100
CID4173,combination,CID6321424
CID4173,combination,CID6337614
CID4173,combination,CID64139
CID4173,combination,CID656583
CID4173,combination,CID68617
CID4173,combination,CID6914273
CID4173,combination,CID7550
CID4173,combination,CID91649
CID4173,combination,CID9811704
CID4173,combination,CID9930913
CID4212,combination,CID439693
CID4212,combination,CID443939
CID4212,combination,CID44403842
CID4212,combination,CID444795
CID4212,combination,CID445643
CID4212,combination,CID446987
CID4212,combination,CID4477
CID4212,combination,CID449381
CID4212,combination,CID4513
CID4212,combination,CID4674
CID4212,combination,CID4912
CID4212,combination,CID517546
CID4212,combination,CID5284583
CID4212,combination,CID5291
CID4212,combination,CID5310966
CID4212,combination,CID5311
CID4212,combination,CID5311068
CID4212,combination,CID5323714
CID4212,combination,CID5329102
CID4212,combination,CID5342
CID4212,combination,CID5358
CID4212,combination,CID5360373
CID4212,combination,CID5360515
CID4212,combination,CID5388983
CID4212,combination,CID5426
CID4212,combination,CID5430
CID4212,combination,CID5462501
CID4212,combination,CID54675769
CID4212,combination,CID54680692
CID4212,combination,CID54684141
CID4212,combination,CID5493444
CID4212,combination,CID5530
CID4212,combination,CID5546
CID4212,combination,CID5831
CID4212,combination,CID5833
CID4212,combination,CID5991
CID4212,combination,CID6013
CID4212,combination,CID6018
CID4212,combination,CID60198
CID4212,combination,CID60648
CID4212,combination,CID60699
CID4212,combination,CID60753
CID4212,combination,CID60795
CID4212,combination,CID6100
CID4212,combination,CID6321424
CID4212,combination,CID6337614
CID4212,combination,CID636362
CID4212,combination,CID64139
CID4212,combination,CID656583
CID4212,combination,CID68617
CID4212,combination,CID68740
CID4212,combination,CID6914273
CID4212,combination,CID6918296
CID4212,combination,CID71384
CID4212,combination,CID7550
CID4212,combination,CID91649
CID4212,combination,CID92722
CID4212,combination,CID9811704
CID4212,combination,CID9854073
CID4212,combination,CID9930913
CID439647,combination,CID53494972
CID439647,combination,CID6321424
CID439693,combination,CID445643
CID439693,combination,CID446987
CID439693,combination,CID4513
CID439693,combination,CID4674
CID439693,combination,CID517546
CID439693,combination,CID5284583
CID439693,combination,CID5291
CID439693,combination,CID5310966
CID439693,combination,CID5311
CID439693,combination,CID5323714
CID439693,combination,CID5329102
CID439693,combination,CID5342
CID439693,combination,CID5358
CID439693,combination,CID5430
CID439693,combination,CID5462501
CID439693,combination,CID54675769
CID439693,combination,CID54680692
CID439693,combination,CID54684141
CID439693,combination,CID5493444
CID439693,combination,CID5530
CID439693,combination,CID5831
CID439693,combination,CID5833
CID439693,combination,CID5991
CID439693,combination,CID6013
CID439693,combination,CID6018
CID439693,combination,CID60648
CID439693,combination,CID60753
CID439693,combination,CID60795
CID439693,combination,CID60838
CID439693,combination,CID6100
CID439693,combination,CID6321424
CID439693,combination,CID6337614
CID439693,combination,CID64139
CID439693,combination,CID656583
CID439693,combination,CID6914273
CID439693,combination,CID6918296
CID439693,combination,CID7550
CID439693,combination,CID91649
CID439693,combination,CID92722
CID441325,combination,CID44469321
CID441325,combination,CID6917864
CID441361,combination,CID46188928
CID441361,combination,CID53340771
CID441361,combination,CID60160561
CID44156902,combination,CID446378
CID44156902,combination,CID6914657
CID44156902,combination,CID72435
CID44156902,combination,CID9823820
CID4418,combination,CID44469321
CID443390,combination,CID448013
CID443390,combination,CID53494972
CID443390,combination,CID572
CID443390,combination,CID6321424
CID443390,combination,CID6917864
CID443390,combination,CID71386
CID443390,combination,CID92178
CID443390,combination,CID92727
CID443390,combination,CID9914412
CID443939,combination,CID44403842
CID443939,combination,CID444795
CID443939,combination,CID5291
CID443939,combination,CID5311
CID443939,combination,CID5321010
CID443939,combination,CID5329102
CID443939,combination,CID5360373
CID443939,combination,CID5388983
CID443939,combination,CID5426
CID443939,combination,CID60198
CID443939,combination,CID60699
CID443939,combination,CID636362
CID443939,combination,CID68740
CID443939,combination,CID71384
CID44403842,combination,CID444795
CID44403842,combination,CID5291
CID44403842,combination,CID5311
CID44403842,combination,CID5329102
CID44403842,combination,CID5360373
CID44403842,combination,CID5388983
CID44403842,combination,CID5426
CID44403842,combination,CID60198
CID44403842,combination,CID60699
CID44403842,combination,CID636362
CID44403842,combination,CID68740
CID44403842,combination,CID71384
CID44462760,combination,CID51001932
CID44462760,combination,CID5311
CID44462760,combination,CID5311497
CID44462760,combination,CID5330286
CID44462760,combination,CID9858940
CID44462760,combination,CID9887053
CID44469321,combination,CID447077
CID44469321,combination,CID4474
CID44469321,combination,CID448013
CID44469321,combination,CID4746
CID44469321,combination,CID53248764
CID44469321,combination,CID53494972
CID44469321,combination,CID572
CID44469321,combination,CID57336745
CID44469321,combination,CID6321424
CID44469321,combination,CID63224
CID44469321,combination,CID644274
CID44469321,combination,CID66064
CID44469321,combination,CID6917864
CID44469321,combination,CID6918446
CID44469321,combination,CID71329
CID44469321,combination,CID71386
CID44469321,combination,CID72092
CID44469321,combination,CID92178
CID44469321,combination,CID92727
CID44469321,combination,CID9852573
CID44469321,combination,CID9882793
CID444795,combination,CID5291
CID444795,combination,CID5311
CID444795,combination,CID5329102
CID444795,combination,CID5360373
CID444795,combination,CID5388983
CID444795,combination,CID5426
CID444795,combination,CID60198
CID444795,combination,CID60699
CID444795,combination,CID636362
CID444795,combination,CID68740
CID444795,combination,CID71384
CID444795,combination,CID9854073
CID44551660,combination,CID4474
CID44551660,combination,CID53494972
CID44551660,combination,CID6917864
CID445643,combination,CID446987
CID445643,combination,CID4477
CID445643,combination,CID449381
CID445643,combination,CID4513
CID445643,combination,CID4674
CID445643,combination,CID4912
CID445643,combination,CID517546
CID445643,combination,CID5284583
CID445643,combination,CID5291
CID445643,combination,CID5310966
CID445643,combination,CID5311
CID445643,combination,CID5311068
CID445643,combination,CID5323714
CID445643,combination,CID5329102
CID445643,combination,CID5342
CID445643,combination,CID5358
CID445643,combination,CID5360515
CID445643,combination,CID5426
CID445643,combination,CID5430
CID445643,combination,CID5462501
CID445643,combination,CID54675769
CID445643,combination,CID54680692
CID445643,combination,CID54684141
CID445643,combination,CID5493444
CID445643,combination,CID5530
CID445643,combination,CID5546
CID445643,combination,CID5833
CID445643,combination,CID6013
CID445643,combination,CID6018
CID445643,combination,CID60648
CID445643,combination,CID60753
CID445643,combination,CID60795
CID445643,combination,CID60838
CID445643,combination,CID6321424
CID445643,combination,CID6337614
CID445643,combination,CID64139
CID445643,combination,CID656583
CID445643,combination,CID68617
CID445643,combination,CID6914273
CID445643,combination,CID6918296
CID445643,combination,CID7550
CID445643,combination,CID92722
CID445643,combination,CID9811704
CID445643,combination,CID9930913
CID446378,combination,CID4477
CID446378,combination,CID46220502
CID446378,combination,CID46944259
CID446378,combination,CID52947716
CID446378,combination,CID5321010
CID446378,combination,CID5330286
CID446378,combination,CID53396328
CID446378,combination,CID57336745
CID446378,combination,CID57441923
CID446378,combination,CID57519554
CID446378,combination,CID5944
CID446378,combination,CID60838
CID446378,combination,CID6604870
CID446378,combination,CID66646767
CID446378,combination,CID6746983
CID446378,combination,CID6758
CID446378,combination,CID68546
CID446378,combination,CID6914657
CID446378,combination,CID6917864
CID446378,combination,CID72686
CID446378,combination,CID73461
CID446378,combination,CID74990
CID446378,combination,CID9823820
CID446378,combination,CID9852573
CID446378,combination,CID9918559
CID446378,combination,CID9949641
CID446987,combination,CID4477
CID446987,combination,CID449381
CID446987,combination,CID4513
CID446987,combination,CID4674
CID446987,combination,CID517546
CID446987,combination,CID5284583
CID446987,combination,CID5291
CID446987,combination,CID5311
CID446987,combination,CID5311068
CID446987,combination,CID5323714
CID446987,combination,CID5329102
CID446987,combination,CID5360515
CID446987,combination,CID5426
CID446987,combination,CID5430
CID446987,combination,CID5462501
CID446987,combination,CID54675769
CID446987,combination,CID54680692
CID446987,combination,CID54684141
CID446987,combination,CID5493444
CID446987,combination,CID5530
CID446987,combination,CID5831
CID446987,combination,CID5833
CID446987,combination,CID6013
CID446987,combination,CID60648
CID446987,combination,CID60753
CID446987,combination,CID60795
CID446987,combination,CID60838
CID446987,combination,CID6100
CID446987,combination,CID6321424
CID446987,combination,CID6337614
CID446987,combination,CID64139
CID446987,combination,CID68617
CID446987,combination,CID6914273
CID446987,combination,CID7550
CID446987,combination,CID91649
CID446987,combination,CID92722
CID446987,combination,CID9811704
CID446987,combination,CID9930913
CID447077,combination,CID53494972
CID447077,combination,CID57336745
