mode,split,drug1_id,drug2_id,head,relation,tail
warm,val,674,1859,CID5284583,combination,CID6100
warm,val,674,1862,CID13109,combination,CID6100
warm,val,674,1986,CID4011,combination,CID6100
warm,val,674,2006,CID4037,combination,CID6100
warm,val,674,2043,CID38853,combination,CID6100
warm,val,674,2270,CID5360515,combination,CID6100
warm,val,674,2328,CID41684,combination,CID6100
warm,val,674,2330,CID115355,combination,CID6100
warm,val,674,2340,CID3019427,combination,CID6100
warm,val,674,2398,CID449381,combination,CID6100
warm,val,674,2579,CID54680692,combination,CID6100
warm,val,674,2600,CID55329,combination,CID6100
warm,val,674,2648,CID4891,combination,CID6100
warm,val,674,2689,CID1046,combination,CID6100
warm,val,674,2787,CID5073,combination,CID6100
warm,val,674,2816,CID129228,combination,CID6100
warm,val,674,3003,CID5833,combination,CID6100
warm,val,674,3138,CID5394,combination,CID6100
warm,val,674,3176,CID5453,combination,CID6100
warm,val,674,3178,CID60648,combination,CID6100
warm,val,674,3206,CID394397,combination,CID6100
warm,val,674,3353,CID39764,combination,CID6100
warm,val,674,3468,CID5311,combination,CID6100
warm,val,674,3470,CID5734,combination,CID6100
warm,val,683,2819,CID2442,combination,CID25126798
warm,val,685,2819,CID25126798,combination,CID5702220
warm,val,688,2539,CID5281304,combination,CID6918837
warm,val,693,698,CID2471,combination,CID2478
warm,val,693,952,CID2471,combination,CID25137844
warm,val,693,973,CID2471,combination,CID2733
warm,val,693,1169,CID2471,combination,CID3052
warm,val,693,1195,CID2471,combination,CID3117
warm,val,693,1198,CID148124,combination,CID2471
warm,val,693,1290,CID2471,combination,CID3229
warm,val,693,1333,CID2471,combination,CID5991
warm,val,693,1350,CID150311,combination,CID2471
warm,val,693,1351,CID2471,combination,CID9894653
warm,val,693,1379,CID2471,combination,CID3331
warm,val,693,1440,CID2471,combination,CID3415
warm,val,693,1551,CID2471,combination,CID3446
warm,val,693,1553,CID2471,combination,CID9651
warm,val,693,1561,CID123631,combination,CID2471
warm,val,693,1597,CID2471,combination,CID38521
warm,val,693,1636,CID2471,combination,CID3652
warm,val,693,1858,CID2471,combination,CID26879
warm,val,693,1986,CID2471,combination,CID4011
warm,val,693,1998,CID2471,combination,CID6151
warm,val,693,1999,CID2471,combination,CID4032
warm,val,693,2042,CID2471,combination,CID4121
warm,val,693,2043,CID2471,combination,CID38853
warm,val,693,2070,CID2471,combination,CID4201
warm,val,693,2082,CID2471,combination,CID4212
warm,val,693,2270,CID2471,combination,CID5360515
warm,val,693,2345,CID2471,combination,CID54675769
warm,val,693,2425,CID2471,combination,CID4641
warm,val,693,2539,CID2471,combination,CID6918837
warm,val,693,2565,CID2471,combination,CID439693
warm,val,693,2608,CID120181,combination,CID2471
warm,val,693,2666,CID2471,combination,CID4915
warm,val,693,2807,CID2471,combination,CID77999
warm,val,693,2977,CID2471,combination,CID4369359
warm,val,693,3166,CID2471,combination,CID5426
warm,val,693,3211,CID2471,combination,CID5504
warm,val,693,3222,CID216237,combination,CID2471
warm,val,693,3295,CID130904,combination,CID2471
warm,val,693,3454,CID24066,combination,CID2471
warm,val,693,3470,CID2471,combination,CID5734
warm,val,694,819,CID16654980,combination,CID73265380
warm,val,694,1245,CID16654980,combination,CID4261
warm,val,694,1853,CID16654980,combination,CID216326
warm,val,694,1906,CID135539077,combination,CID16654980
warm,val,694,2533,CID16654980,combination,CID5330286
warm,val,694,2592,CID16654980,combination,CID72435
warm,val,694,2669,CID16654980,combination,CID5281032
warm,val,694,2871,CID11717641,combination,CID16654980
warm,val,695,3138,CID5394,combination,CID64737
warm,val,696,964,CID2719,combination,CID3033050
warm,val,697,935,CID2477,combination,CID9570757
warm,val,697,949,CID2477,combination,CID446156
warm,val,697,1073,CID2477,combination,CID6253
warm,val,697,1155,CID2477,combination,CID5360696
warm,val,697,1171,CID2477,combination,CID441207
warm,val,697,1275,CID135449332,combination,CID2477
warm,val,697,1311,CID2477,combination,CID448812
warm,val,697,1340,CID2477,combination,CID667484
warm,val,697,1440,CID2477,combination,CID3415
warm,val,697,1556,CID135398740,combination,CID2477
warm,val,697,1636,CID2477,combination,CID3652
warm,val,697,1736,CID2477,combination,CID55283
warm,val,697,1881,CID13520,combination,CID2477
warm,val,697,1901,CID157920,combination,CID2477
warm,val,697,1999,CID2477,combination,CID4032
warm,val,697,2010,CID2477,combination,CID4046
warm,val,697,2064,CID2477,combination,CID441314
warm,val,697,2065,CID2477,combination,CID51634
warm,val,697,2082,CID2477,combination,CID4212
warm,val,697,2288,CID2477,combination,CID5311309
warm,val,697,2327,CID2477,combination,CID4499
warm,val,697,2333,CID104858,combination,CID2477
warm,val,697,2345,CID2477,combination,CID54675769
warm,val,697,2562,CID2477,combination,CID4735
warm,val,697,2648,CID2477,combination,CID4891
warm,val,697,2663,CID2477,combination,CID4911
warm,val,697,2673,CID2477,combination,CID6178111
warm,val,697,2678,CID2477,combination,CID657298
warm,val,697,2747,CID2477,combination,CID56959
warm,val,697,2939,CID11243969,combination,CID2477
warm,val,697,2985,CID2477,combination,CID517546
warm,val,697,2996,CID216239,combination,CID2477
warm,val,697,3176,CID2477,combination,CID5453
warm,val,697,3248,CID2477,combination,CID5566
warm,val,697,3250,CID2477,combination,CID5568
warm,val,697,3252,CID2477,combination,CID5572
warm,val,697,3254,CID2477,combination,CID5577
warm,val,697,3348,CID2477,combination,CID5310966
warm,val,697,3353,CID2477,combination,CID39764
warm,val,697,3454,CID24066,combination,CID2477
warm,val,697,3462,CID2477,combination,CID60490
warm,val,697,3468,CID2477,combination,CID5311
warm,val,697,3470,CID2477,combination,CID5734
warm,val,698,744,CID1546,combination,CID2478
warm,val,698,772,CID2478,combination,CID354624
warm,val,698,920,CID2478,combination,CID2576
warm,val,698,967,CID2478,combination,CID7697
warm,val,698,973,CID2478,combination,CID2733
warm,val,698,1074,CID2478,combination,CID6252
warm,val,698,1123,CID2478,combination,CID3062316
warm,val,698,1125,CID2478,combination,CID62770
warm,val,698,1153,CID2478,combination,CID71384
warm,val,698,1157,CID2478,combination,CID3019
warm,val,698,1173,CID2478,combination,CID3000518
warm,val,698,1174,CID10531,combination,CID2478
warm,val,698,1240,CID24197464,combination,CID2478
warm,val,698,1290,CID2478,combination,CID3229
warm,val,698,1378,CID134018,combination,CID2478
warm,val,698,1432,CID2478,combination,CID5324346
warm,val,698,1449,CID2478,combination,CID5323714
warm,val,698,1640,CID2478,combination,CID3657
warm,val,698,1694,CID2478,combination,CID5291
warm,val,698,1844,CID2478,combination,CID3883
warm,val,698,1862,CID13109,combination,CID2478
warm,val,698,1901,CID157920,combination,CID2478
warm,val,698,2011,CID11683,combination,CID2478
warm,val,698,2017,CID2478,combination,CID9927978
warm,val,698,2068,CID2478,combination,CID4197
warm,val,698,2070,CID2478,combination,CID4201
warm,val,698,2228,CID2478,combination,CID36462
warm,val,698,2330,CID115355,combination,CID2478
warm,val,698,2380,CID130881,combination,CID2478
warm,val,698,2425,CID2478,combination,CID4641
warm,val,698,2536,CID2478,combination,CID4674
warm,val,698,2558,CID135410875,combination,CID2478
warm,val,698,2608,CID120181,combination,CID2478
warm,val,698,2664,CID2478,combination,CID4912
warm,val,698,2689,CID1046,combination,CID2478
warm,val,698,2722,CID122108,combination,CID2478
warm,val,698,2801,CID2478,combination,CID5352062
warm,val,698,2807,CID2478,combination,CID77999
warm,val,698,3153,CID2478,combination,CID6013
warm,val,698,3172,CID2478,combination,CID2723601
warm,val,698,3211,CID2478,combination,CID5504
warm,val,698,3234,CID2478,combination,CID5526
warm,val,698,3247,CID2478,combination,CID5799
warm,val,698,3248,CID2478,combination,CID5566
warm,val,701,2819,CID25126798,combination,CID47472
warm,val,704,2819,CID25126798,combination,CID6610318
warm,val,706,1400,CID156414,combination,CID5287969
warm,val,709,785,CID11556711,combination,CID73265233
warm,val,709,833,CID11556711,combination,CID66646767
warm,val,709,872,CID11556711,combination,CID24756910
warm,val,709,1063,CID11556711,combination,CID6197
warm,val,709,1526,CID11556711,combination,CID71729975
warm,val,709,1645,CID11556711,combination,CID24821094
warm,val,709,1942,CID11556711,combination,CID24958200
warm,val,709,1967,CID11556711,combination,CID25183872
warm,val,709,1972,CID11556711,combination,CID9865515
warm,val,709,2039,CID11556711,combination,CID126941
warm,val,709,2129,CID11556711,combination,CID73265318
warm,val,709,2392,CID11556711,combination,CID3034010
warm,val,709,2809,CID11556711,combination,CID6758
warm,val,709,2878,CID11556711,combination,CID22833280
warm,val,709,2910,CID11556711,combination,CID57519510
warm,val,709,2952,CID10126189,combination,CID11556711
warm,val,709,3074,CID11556711,combination,CID73602827
warm,val,709,3091,CID11556711,combination,CID129010078
warm,val,709,3371,CID11556711,combination,CID249332
warm,val,717,3138,CID16202152,combination,CID5394
warm,val,718,2539,CID25154041,combination,CID6918837
warm,val,719,2539,CID117996749,combination,CID6918837
warm,val,721,2539,CID138402877,combination,CID6918837
warm,val,723,2539,CID6918837,combination,CID9933475
warm,val,724,1992,CID11347535,combination,CID24800541
warm,val,725,3138,CID5394,combination,CID56846693
warm,val,726,3138,CID5394,combination,CID57336812
warm,val,727,3138,CID5394,combination,CID5974
warm,val,734,2819,CID16666332,combination,CID25126798
warm,val,738,807,CID73265377,combination,CID9820526
warm,val,738,872,CID24756910,combination,CID9820526
warm,val,738,980,CID38911,combination,CID9820526
warm,val,738,1400,CID5287969,combination,CID9820526
warm,val,738,2197,CID73265327,combination,CID9820526
warm,val,738,2468,CID25033539,combination,CID9820526
warm,val,738,2715,CID11656518,combination,CID9820526
warm,val,738,2741,CID54900,combination,CID9820526
warm,val,738,2819,CID25126798,combination,CID9820526
warm,val,742,2819,CID25126798,combination,CID3570748
warm,val,744,922,CID1546,combination,CID2578
warm,val,744,1125,CID1546,combination,CID62770
warm,val,744,1465,CID1546,combination,CID356653
warm,val,744,1694,CID1546,combination,CID5291
warm,val,744,1698,CID1546,combination,CID57469
warm,val,744,2002,CID1546,combination,CID5935
warm,val,744,2017,CID1546,combination,CID9927978
warm,val,744,2227,CID1546,combination,CID451668
warm,val,744,2621,CID1546,combination,CID163659
warm,val,744,3356,CID1546,combination,CID42611257
warm,val,744,3369,CID1546,combination,CID5388983
warm,val,744,3371,CID1546,combination,CID249332
warm,val,744,3466,CID1546,combination,CID68740
warm,val,745,2819,CID11248978,combination,CID25126798
warm,val,746,1992,CID11347535,combination,CID46927888
warm,val,748,2819,CID25126798,combination,CID3938007
warm,val,752,2819,CID25126798,combination,CID56603532
warm,val,756,2819,CID25126798,combination,CID57519551
warm,val,759,1362,CID11671467,combination,CID57519554
warm,val,759,1526,CID57519554,combination,CID71729975
warm,val,759,2121,CID57519554,combination,CID73265389
warm,val,759,2878,CID22833280,combination,CID57519554
warm,val,759,3167,CID446378,combination,CID57519554
warm,val,759,3224,CID57519554,combination,CID60700
warm,val,761,1400,CID5287969,combination,CID57519512
warm,val,764,1992,CID11347535,combination,CID57519550
warm,val,765,1208,CID11524144,combination,CID25105690
warm,val,772,915,CID10339178,combination,CID354624
warm,val,772,1065,CID2907,combination,CID354624
warm,val,772,1123,CID3062316,combination,CID354624
warm,val,772,1198,CID148124,combination,CID354624
warm,val,772,1465,CID354624,combination,CID356653
warm,val,772,1561,CID123631,combination,CID354624
warm,val,772,1853,CID216326,combination,CID354624
warm,val,772,1890,CID354624,combination,CID3950
warm,val,772,2002,CID354624,combination,CID5935
warm,val,772,2040,CID354624,combination,CID4114
warm,val,772,2115,CID25136944,combination,CID354624
warm,val,772,2238,CID354624,combination,CID54608520
warm,val,772,2621,CID163659,combination,CID354624
warm,val,772,2667,CID354624,combination,CID9703
warm,val,772,2706,CID354624,combination,CID6239
warm,val,772,3247,CID354624,combination,CID5799
warm,val,772,3371,CID249332,combination,CID354624
warm,val,779,2819,CID204100,combination,CID25126798
warm,val,780,1992,CID11347535,combination,CID56645961
warm,val,783,2130,CID16757846,combination,CID68234129
warm,val,783,2158,CID68234129,combination,CID73265406
warm,val,784,980,CID38911,combination,CID6746983
warm,val,784,1123,CID3062316,combination,CID6746983
warm,val,784,1997,CID4030,combination,CID6746983
warm,val,784,3167,CID446378,combination,CID6746983
warm,val,785,819,CID73265233,combination,CID73265380
warm,val,785,833,CID66646767,combination,CID73265233
warm,val,785,1083,CID11442891,combination,CID73265233
warm,val,785,1645,CID24821094,combination,CID73265233
warm,val,785,1807,CID57379345,combination,CID73265233
warm,val,785,1934,CID24964624,combination,CID73265233
warm,val,785,2122,CID15558393,combination,CID73265233
warm,val,785,2144,CID73265233,combination,CID73265328
warm,val,785,2879,CID53396328,combination,CID73265233
warm,val,785,3438,CID44632017,combination,CID73265233
warm,val,790,2819,CID25126798,combination,CID73265344
warm,val,794,1855,CID6917907,combination,CID73265230
warm,val,794,1906,CID135539077,combination,CID73265230
warm,val,794,1942,CID24958200,combination,CID73265230
warm,val,794,1992,CID11347535,combination,CID73265230
warm,val,794,2362,CID11640390,combination,CID73265230
warm,val,794,2470,CID44195571,combination,CID73265230
warm,val,794,2592,CID72435,combination,CID73265230
warm,val,794,2874,CID57441923,combination,CID73265230
warm,val,798,2539,CID6918837,combination,CID73265403
warm,val,807,896,CID24360,combination,CID73265377
warm,val,807,1342,CID36462,combination,CID73265377
warm,val,807,1906,CID135539077,combination,CID73265377
warm,val,807,2362,CID11640390,combination,CID73265377
warm,val,807,2516,CID24905142,combination,CID73265377
warm,val,807,2539,CID6918837,combination,CID73265377
warm,val,807,2802,CID73265377,combination,CID73461
warm,val,817,2819,CID25126798,combination,CID73265383
warm,val,821,896,CID24360,combination,CID73265223
warm,val,821,1934,CID24964624,combination,CID73265223
warm,val,821,2147,CID60060499,combination,CID73265223
warm,val,821,2819,CID25126798,combination,CID73265223
warm,val,821,2874,CID57441923,combination,CID73265223
warm,val,821,3370,CID5978,combination,CID73265223
warm,val,824,1645,CID24821094,combination,CID73265362
warm,val,825,1083,CID11442891,combination,CID73265412
warm,val,825,1514,CID15983966,combination,CID73265412
warm,val,825,1666,CID6851740,combination,CID73265412
warm,val,825,1906,CID135539077,combination,CID73265412
warm,val,825,2130,CID16757846,combination,CID73265412
warm,val,825,2158,CID73265406,combination,CID73265412
warm,val,829,1247,CID60160561,combination,CID71543365
warm,val,829,1468,CID53340771,combination,CID71543365
warm,val,829,1853,CID216326,combination,CID71543365
warm,val,833,2130,CID16757846,combination,CID66646767
warm,val,833,2874,CID57441923,combination,CID66646767
warm,val,833,2952,CID10126189,combination,CID66646767
warm,val,838,1499,CID11957503,combination,CID46214930
warm,val,838,1563,CID11957503,combination,CID60750
warm,val,839,2819,CID25126798,combination,CID4259181
warm,val,840,2539,CID11440648,combination,CID6918837
warm,val,841,1992,CID11347535,combination,CID135399748
warm,val,847,2539,CID6918837,combination,CID91885989
warm,val,848,3138,CID2746,combination,CID5394
warm,val,849,854,CID16736529,combination,CID5351344
warm,val,849,1184,CID16736529,combination,CID46926350
warm,val,849,1463,CID16736529,combination,CID25254071
warm,val,849,2063,CID16736529,combination,CID55245
warm,val,849,2547,CID16736529,combination,CID6473881
warm,val,849,2928,CID16736529,combination,CID3085092
warm,val,852,2539,CID57335384,combination,CID6918837
warm,val,854,962,CID3035850,combination,CID5351344
warm,val,854,979,CID2749,combination,CID5351344
warm,val,854,1561,CID123631,combination,CID5351344
warm,val,854,1673,CID5351344,combination,CID60199242
warm,val,854,1934,CID24964624,combination,CID5351344
warm,val,854,2468,CID25033539,combination,CID5351344
warm,val,854,2953,CID11178236,combination,CID5351344
warm,val,854,3077,CID336423,combination,CID5351344
warm,val,855,2539,CID6918837,combination,CID9826309
warm,val,856,891,CID11849514,combination,CID44551660
warm,val,856,2307,CID44551660,combination,CID4474
warm,val,856,2675,CID36708,combination,CID44551660
warm,val,857,3138,CID10158940,combination,CID5394
warm,val,858,2539,CID6918837,combination,CID9874913
warm,val,858,2819,CID25126798,combination,CID9874913
warm,val,859,1992,CID11347535,combination,CID9843900
warm,val,862,2539,CID6918837,combination,CID78320408
warm,val,866,1992,CID11347535,combination,CID24770514
warm,val,866,2539,CID24770514,combination,CID6918837
warm,val,868,1942,CID10366136,combination,CID24958200
warm,val,868,2147,CID10366136,combination,CID60060499
warm,val,868,2874,CID10366136,combination,CID57441923
warm,val,869,2539,CID53396311,combination,CID6918837
warm,val,870,1674,CID24821094,combination,CID9956119
warm,val,872,1463,CID24756910,combination,CID25254071
warm,val,872,1653,CID24756910,combination,CID5081913
warm,val,872,1906,CID135539077,combination,CID24756910
warm,val,872,1992,CID11347535,combination,CID24756910
warm,val,872,2952,CID10126189,combination,CID24756910
warm,val,872,3088,CID11707110,combination,CID24756910
warm,val,873,918,CID11556711,combination,CID54575456
warm,val,873,1131,CID29112,combination,CID54575456
warm,val,873,1279,CID10219,combination,CID54575456
warm,val,873,1520,CID23582824,combination,CID54575456
warm,val,873,2197,CID54575456,combination,CID73265327
warm,val,873,2503,CID54575456,combination,CID6852167
warm,val,873,2539,CID54575456,combination,CID6918837
warm,val,880,1645,CID24821094,combination,CID25062766
warm,val,880,2539,CID25062766,combination,CID6918837
warm,val,880,3138,CID25062766,combination,CID5394
warm,val,883,2158,CID25102847,combination,CID73265406
warm,val,883,2592,CID25102847,combination,CID72435
warm,val,883,2874,CID25102847,combination,CID57441923
warm,val,884,3138,CID5281787,combination,CID5394
warm,val,888,2539,CID5280453,combination,CID6918837
warm,val,889,2539,CID135430945,combination,CID6918837
warm,val,891,918,CID11556711,combination,CID11849514
warm,val,891,1198,CID11849514,combination,CID148124
warm,val,891,1993,CID11347535,combination,CID11849514
warm,val,891,2010,CID11849514,combination,CID4046
warm,val,892,2219,CID44469321,combination,CID9882793
warm,val,894,1992,CID11347535,combination,CID2536
warm,val,896,1047,CID11626560,combination,CID24360
warm,val,896,1115,CID24360,combination,CID6914657
warm,val,896,1184,CID24360,combination,CID46926350
warm,val,896,1666,CID24360,combination,CID6851740
warm,val,896,1810,CID24360,combination,CID9823820
warm,val,896,2079,CID24360,combination,CID5746
warm,val,896,2385,CID24360,combination,CID6918405
warm,val,896,2453,CID1401,combination,CID24360
warm,val,896,2592,CID24360,combination,CID72435
warm,val,896,2679,CID24360,combination,CID5284613
warm,val,896,2952,CID10126189,combination,CID24360
warm,val,896,3374,CID24360,combination,CID5311497
warm,val,898,1992,CID11347535,combination,CID24812758
warm,val,902,915,CID10339178,combination,CID13789
warm,val,902,922,CID13789,combination,CID2578
warm,val,902,973,CID13789,combination,CID2733
warm,val,902,1190,CID13789,combination,CID3055
warm,val,902,1198,CID13789,combination,CID148124
warm,val,902,1211,CID13789,combination,CID3156
warm,val,902,1293,CID13789,combination,CID5281081
warm,val,902,1301,CID13789,combination,CID5816
warm,val,902,1435,CID13789,combination,CID3406
warm,val,902,1442,CID13789,combination,CID446987
warm,val,902,1621,CID13789,combination,CID37393
warm,val,902,1636,CID13789,combination,CID3652
warm,val,902,1640,CID13789,combination,CID3657
warm,val,902,1905,CID13789,combination,CID6437380
warm,val,902,1999,CID13789,combination,CID4032
warm,val,902,2030,CID13789,combination,CID4075
warm,val,902,2068,CID13789,combination,CID4197
warm,val,902,2260,CID13789,combination,CID5284592
warm,val,902,2270,CID13789,combination,CID5360515
warm,val,902,2330,CID115355,combination,CID13789
warm,val,902,2345,CID13789,combination,CID54675769
warm,val,902,2398,CID13789,combination,CID449381
warm,val,902,2425,CID13789,combination,CID4641
warm,val,902,2535,CID13789,combination,CID6337614
warm,val,902,2544,CID13789,combination,CID165580
warm,val,902,2551,CID10113978,combination,CID13789
warm,val,902,2608,CID120181,combination,CID13789
warm,val,902,2660,CID13789,combination,CID4909
warm,val,902,2689,CID1046,combination,CID13789
warm,val,902,2722,CID122108,combination,CID13789
warm,val,902,2816,CID129228,combination,CID13789
warm,val,902,3004,CID13789,combination,CID25249
warm,val,902,3012,CID13789,combination,CID22475
warm,val,902,3099,CID13789,combination,CID1935
warm,val,902,3101,CID13789,combination,CID445643
warm,val,902,3144,CID13789,combination,CID5401
warm,val,902,3153,CID13789,combination,CID6013
warm,val,902,3156,CID13789,combination,CID6018
warm,val,902,3158,CID13789,combination,CID54675776
warm,val,902,3169,CID13789,combination,CID5430
warm,val,902,3178,CID13789,combination,CID60648
warm,val,902,3206,CID13789,combination,CID394397
warm,val,902,3223,CID13789,combination,CID5284627
warm,val,902,3252,CID13789,combination,CID5572
warm,val,902,3255,CID13789,combination,CID5578
warm,val,902,3348,CID13789,combination,CID5310966
warm,val,902,3453,CID13789,combination,CID5717
warm,val,902,3470,CID13789,combination,CID5734
warm,val,903,1123,CID3062316,combination,CID5944
warm,val,903,1653,CID5081913,combination,CID5944
warm,val,903,2479,CID11598628,combination,CID5944
warm,val,903,2953,CID11178236,combination,CID5944
warm,val,903,3438,CID44632017,combination,CID5944
warm,val,904,2539,CID60953,combination,CID6918837
warm,val,904,3138,CID5394,combination,CID60953
warm,val,906,2539,CID1548943,combination,CID6918837
warm,val,907,3138,CID44093,combination,CID5394
warm,val,908,952,CID25137844,combination,CID5831
warm,val,908,958,CID2708,combination,CID5831
warm,val,908,973,CID2733,combination,CID5831
warm,val,908,1004,CID2771,combination,CID5831
warm,val,908,1027,CID5831,combination,CID60606
warm,val,908,1077,CID5831,combination,CID6234
warm,val,908,1155,CID5360696,combination,CID5831
warm,val,908,1174,CID10531,combination,CID5831
warm,val,908,1221,CID208898,combination,CID5831
warm,val,908,1275,CID135449332,combination,CID5831
warm,val,908,1553,CID5831,combination,CID9651
warm,val,908,1636,CID3652,combination,CID5831
warm,val,908,1639,CID121858,combination,CID5831
warm,val,908,1679,CID5831,combination,CID60753
warm,val,908,1716,CID5831,combination,CID60838
warm,val,908,1727,CID3779,combination,CID5831
warm,val,908,1986,CID4011,combination,CID5831
warm,val,908,1997,CID4030,combination,CID5831
warm,val,908,1998,CID5831,combination,CID6151
warm,val,908,2064,CID441314,combination,CID5831
warm,val,908,2070,CID4201,combination,CID5831
warm,val,908,2111,CID446541,combination,CID5831
warm,val,908,2535,CID5831,combination,CID6337614
warm,val,908,2551,CID10113978,combination,CID5831
warm,val,908,2663,CID4911,combination,CID5831
warm,val,908,2690,CID1047,combination,CID5831
warm,val,908,2709,CID3034034,combination,CID5831
warm,val,908,2781,CID5070,combination,CID5831
warm,val,908,2977,CID4369359,combination,CID5831
warm,val,908,3004,CID25249,combination,CID5831
warm,val,908,3211,CID5504,combination,CID5831
warm,val,908,3222,CID216237,combination,CID5831
warm,val,908,3236,CID5530,combination,CID5831
warm,val,908,3237,CID5533,combination,CID5831
warm,val,908,3250,CID5568,combination,CID5831
warm,val,908,3253,CID5831,combination,CID656583
warm,val,908,3254,CID5577,combination,CID5831
warm,val,908,3468,CID5311,combination,CID5831
warm,val,912,3138,CID5394,combination,CID636402
warm,val,913,3138,CID34359,combination,CID5394
warm,val,915,958,CID10339178,combination,CID2708
warm,val,915,964,CID10339178,combination,CID2719
warm,val,915,967,CID10339178,combination,CID7697
warm,val,915,989,CID10339178,combination,CID156419
warm,val,915,1022,CID10339178,combination,CID2797
warm,val,915,1027,CID10339178,combination,CID60606
warm,val,915,1065,CID10339178,combination,CID2907
warm,val,915,1074,CID10339178,combination,CID6252
warm,val,915,1157,CID10339178,combination,CID3019
warm,val,915,1159,CID10339178,combination,CID3038
warm,val,915,1285,CID10339178,combination,CID5462501
warm,val,915,1340,CID10339178,combination,CID667484
warm,val,915,1638,CID10339178,combination,CID91649
warm,val,915,1698,CID10339178,combination,CID57469
warm,val,915,1741,CID10339178,combination,CID6321424
warm,val,915,1853,CID10339178,combination,CID216326
warm,val,915,1857,CID10339178,combination,CID3902
warm,val,915,1858,CID10339178,combination,CID26879
warm,val,915,1878,CID10339178,combination,CID5920
warm,val,915,1881,CID10339178,combination,CID13520
warm,val,915,1947,CID10339178,combination,CID11520894
warm,val,915,1976,CID10339178,combination,CID15953832
warm,val,915,1999,CID10339178,combination,CID4032
warm,val,915,2018,CID10339178,combination,CID4054
warm,val,915,2040,CID10339178,combination,CID4114
warm,val,915,2042,CID10339178,combination,CID4121
warm,val,915,2046,CID10339178,combination,CID8226
warm,val,915,2070,CID10339178,combination,CID4201
warm,val,915,2111,CID10339178,combination,CID446541
warm,val,915,2115,CID10339178,combination,CID25136944
warm,val,915,2328,CID10339178,combination,CID41684
warm,val,915,2379,CID10339178,combination,CID158781
warm,val,915,2380,CID10339178,combination,CID130881
warm,val,915,2392,CID10339178,combination,CID3034010
warm,val,915,2458,CID10339178,combination,CID9826528
warm,val,915,2535,CID10339178,combination,CID6337614
warm,val,915,2558,CID10339178,combination,CID135410875
warm,val,915,2564,CID10339178,combination,CID5849
warm,val,915,2608,CID10339178,combination,CID120181
warm,val,915,2651,CID10339178,combination,CID5755
warm,val,915,2666,CID10339178,combination,CID4915
warm,val,915,2690,CID10339178,combination,CID1047
warm,val,915,2692,CID10339178,combination,CID7550
warm,val,915,2697,CID10339178,combination,CID12314839
warm,val,915,2722,CID10339178,combination,CID122108
warm,val,915,2787,CID10339178,combination,CID5073
warm,val,915,2819,CID10339178,combination,CID25126798
warm,val,915,2958,CID10339178,combination,CID68617
warm,val,915,3039,CID10339178,combination,CID5329102
warm,val,915,3140,CID10339178,combination,CID452548
warm,val,915,3236,CID10339178,combination,CID5530
warm,val,915,3250,CID10339178,combination,CID5568
warm,val,915,3253,CID10339178,combination,CID656583
warm,val,915,3295,CID10339178,combination,CID130904
warm,val,915,3299,CID10339178,combination,CID6194
warm,val,915,3456,CID10339178,combination,CID5719
warm,val,915,3466,CID10339178,combination,CID68740
warm,val,916,2819,CID108144,combination,CID25126798
warm,val,918,1198,CID11556711,combination,CID148124
warm,val,918,1607,CID11556711,combination,CID24779775
warm,val,918,1956,CID11556711,combination,CID49849912
warm,val,918,2219,CID11556711,combination,CID44469321
warm,val,918,2249,CID11556711,combination,CID57336745
warm,val,918,2275,CID11556711,combination,CID86278937
warm,val,918,2343,CID11556711,combination,CID275196
warm,val,918,2454,CID11556711,combination,CID447077
warm,val,918,2695,CID107771,combination,CID11556711
warm,val,918,2710,CID11538455,combination,CID11556711
warm,val,918,3021,CID11556711,combination,CID17134
warm,val,918,3082,CID11556711,combination,CID49836027
warm,val,918,3363,CID11556711,combination,CID168430535
warm,val,919,973,CID121396,combination,CID2733
warm,val,919,989,CID121396,combination,CID156419
warm,val,919,1022,CID121396,combination,CID2797
warm,val,919,1073,CID121396,combination,CID6253
warm,val,919,1111,CID121396,combination,CID6914273
warm,val,919,1155,CID121396,combination,CID5360696
warm,val,919,1191,CID121396,combination,CID3108
warm,val,919,1221,CID121396,combination,CID208898
warm,val,919,1266,CID121396,combination,CID64139
warm,val,919,1301,CID121396,combination,CID5816
warm,val,919,1311,CID121396,combination,CID448812
warm,val,919,1331,CID121396,combination,CID14052
warm,val,919,1343,CID121396,combination,CID6442177
warm,val,919,1350,CID121396,combination,CID150311
warm,val,919,1351,CID121396,combination,CID9894653
warm,val,919,1432,CID121396,combination,CID5324346
warm,val,919,1553,CID121396,combination,CID9651
warm,val,919,1561,CID121396,combination,CID123631
warm,val,919,1636,CID121396,combination,CID3652
warm,val,919,1679,CID121396,combination,CID60753
warm,val,919,1741,CID121396,combination,CID6321424
warm,val,919,1881,CID121396,combination,CID13520
warm,val,919,1998,CID121396,combination,CID6151
warm,val,919,2030,CID121396,combination,CID4075
warm,val,919,2033,CID121396,combination,CID15459
warm,val,919,2042,CID121396,combination,CID4121
warm,val,919,2055,CID121396,combination,CID441350
warm,val,919,2081,CID121396,combination,CID4211
warm,val,919,2260,CID121396,combination,CID5284592
warm,val,919,2288,CID121396,combination,CID5311309
warm,val,919,2330,CID115355,combination,CID121396
warm,val,919,2345,CID121396,combination,CID54675769
warm,val,919,2535,CID121396,combination,CID6337614
warm,val,919,2536,CID121396,combination,CID4674
warm,val,919,2564,CID121396,combination,CID5849
